Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-9664417,Leishmania phagocytosis,3,157,0.010223351,0.92613874,0.92613874,9,27,0.001864383,9606,Homo sapiens,FYN;BAIAP2;PTK2,,R-HSA-9664275;R-HSA-2130194;R-HSA-2029469;R-HSA-2197698;R-HSA-2029466;R-HSA-442592;R-HSA-9664261;R-HSA-2029465;R-HSA-2197690
R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,3,158,0.010288468,0.928048468,0.928048468,9,24,0.00165723,9606,Homo sapiens,HSP90AB1;BAIAP2;PTK2,,R-HSA-2130194;R-HSA-2029469;R-HSA-2197698;R-HSA-2029466;R-HSA-442592;R-HSA-2029465;R-HSA-419644;R-HSA-2197690;R-HSA-419645
R-HSA-72766,Translation,8,339,0.022074624,0.928183443,0.928183443,37,99,0.006836072,9606,Homo sapiens,NAB1;UBC;MRPL38;MRPS18A;RPL8;RPS21,,R-HSA-5389842;R-HSA-5419281;R-HSA-1799326;R-HSA-5368279;R-HSA-156808;R-HSA-5389848;R-HSA-5389849;R-HSA-5419264;R-HSA-156823;R-HSA-5419271;R-HSA-156826;R-HSA-157849;R-HSA-5419273;R-HSA-5419279;R-HSA-5389839;R-HSA-72671;R-HSA-5419277;R-HSA-72673;R-HSA-72672;R-HSA-141671;R-HSA-72676;R-HSA-156907;R-HSA-72619;R-HSA-141673;R-HSA-72621;R-HSA-5419261;R-HSA-156915;R-HSA-156912;R-HSA-72691;R-HSA-5389857;R-HSA-72697;R-HSA-156923;R-HSA-1799330;R-HSA-141691;R-HSA-1799329;R-HSA-1799335;R-HSA-1799332
R-HSA-418346,Platelet homeostasis,2,118,0.007683792,0.929439303,0.929439303,4,31,0.002140588,9606,Homo sapiens,GNGT2;ITPR3,,R-HSA-392852;R-HSA-392870;R-HSA-139854;R-HSA-392874
R-HSA-389661,Glyoxylate metabolism and glycine degradation,1,73,0.004753533,0.930961443,0.930961443,5,23,0.001588178,9606,Homo sapiens,PPL,,R-HSA-6793590;R-HSA-5694018;R-HSA-5693967;R-HSA-6792572;R-HSA-5693977
R-HSA-1793185,Chondroitin sulfate/dermatan sulfate metabolism,1,73,0.004753533,0.930961443,0.930961443,5,28,0.001933435,9606,Homo sapiens,GPC1,,R-HSA-1889981;R-HSA-9638064;R-HSA-1889978;R-HSA-1878002;R-HSA-1889955
R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses,3,160,0.010418702,0.931732686,0.931732686,6,47,0.003245408,9606,Homo sapiens,HSP90AB1;UBC;HLA-B,,R-HSA-9755328;R-HSA-9709852;R-HSA-168184;R-HSA-9755359;R-HSA-983426;R-HSA-918224
R-HSA-162599,Late Phase of HIV Life Cycle,3,160,0.010418702,0.931732686,0.931732686,7,78,0.005385996,9606,Homo sapiens,UBC;CHMP6,,R-HSA-3159232;R-HSA-184323;R-HSA-3149434;R-HSA-3159227;R-HSA-3139027;R-HSA-3149454;R-HSA-184269
R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,1,76,0.004948883,0.938160694,0.938160694,20,22,0.001519127,9606,Homo sapiens,HSP90AB1,,R-HSA-9726580;R-HSA-9706837;R-HSA-5618099;R-HSA-5618098;R-HSA-9725885;R-HSA-9726621;R-HSA-5618110;R-HSA-9725855;R-HSA-5618105;R-HSA-5618073;R-HSA-5618107;R-HSA-5618085;R-HSA-9705925;R-HSA-9705926;R-HSA-9690534;R-HSA-5618080;R-HSA-5618093;R-HSA-9726509;R-HSA-3371503;R-HSA-9678925
R-HSA-9662360,Sensory processing of sound by inner hair cells of the cochlea,1,76,0.004948883,0.938160694,0.938160694,1,7,4.83E-04,9606,Homo sapiens,FSCN2,,R-HSA-9659380
R-HSA-196071,Metabolism of steroid hormones,1,77,0.005014,0.940389858,0.940389858,3,43,0.002969203,9606,Homo sapiens,CYP11A1,,R-HSA-193065;R-HSA-193054;R-HSA-193101
R-HSA-382556,ABC-family proteins mediated transport,2,124,0.008074494,0.941068638,0.941068638,3,27,0.001864383,9606,Homo sapiens,UBC,,R-HSA-8866546;R-HSA-8866542;R-HSA-8866553
R-HSA-193368,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,1,78,0.005079117,0.942538805,0.942538805,1,39,0.002692998,9606,Homo sapiens,PTGIS,,R-HSA-192157
R-HSA-5250913,Positive epigenetic regulation of rRNA expression,1,79,0.005144234,0.944610414,0.944610414,3,7,4.83E-04,9606,Homo sapiens,TAF1B,,R-HSA-5250930;R-HSA-5250947;R-HSA-5250938
R-HSA-9793380,Formation of paraxial mesoderm,1,79,0.005144234,0.944610414,0.944610414,8,29,0.002002486,9606,Homo sapiens,RBPJ,,R-HSA-9824181;R-HSA-9824196;R-HSA-9793383;R-HSA-9824182;R-HSA-9824268;R-HSA-9824222;R-HSA-9793400;R-HSA-9824266
R-HSA-427413,NoRC negatively regulates rRNA expression,1,79,0.005144234,0.944610414,0.944610414,1,7,4.83E-04,9606,Homo sapiens,TAF1B,,R-HSA-427366
R-HSA-5693532,DNA Double-Strand Break Repair,3,169,0.011004754,0.946257697,0.946257697,12,113,0.00780279,9606,Homo sapiens,RAD52;UBC,,R-HSA-5684071;R-HSA-5683077;R-HSA-5686642;R-HSA-5686657;R-HSA-5693564;R-HSA-5693580;R-HSA-5682858;R-HSA-9701000;R-HSA-5686587;R-HSA-5687640;R-HSA-5693593;R-HSA-75998
R-HSA-5578749,Transcriptional regulation by small RNAs,1,80,0.005209351,0.946607466,0.946607466,5,5,3.45E-04,9606,Homo sapiens,AGO2,,R-HSA-5578965;R-HSA-5578966;R-HSA-5578742;R-HSA-5578744;R-HSA-5578712
R-HSA-499943,Interconversion of nucleotide di- and triphosphates,1,80,0.005209351,0.946607466,0.946607466,2,33,0.002278691,9606,Homo sapiens,RRM2B,,R-HSA-8866405;R-HSA-111804
R-HSA-5668914,Diseases of metabolism,10,424,0.027609559,0.946894638,0.946894638,20,195,0.013464991,9606,Homo sapiens,AMN;CYP26B1;G6PC3;CYP11A1;GPC1;UBC;THRSP;CYP4F22;GALK1,,R-HSA-9036289;R-HSA-3656254;R-HSA-9036290;R-HSA-4420365;R-HSA-3282876;R-HSA-3296477;R-HSA-3560804;R-HSA-9036283;R-HSA-3656261;R-HSA-3797226;R-HSA-3560802;R-HSA-9036285;R-HSA-5602272;R-HSA-3656257;R-HSA-5580269;R-HSA-5602063;R-HSA-3296462;R-HSA-3656267;R-HSA-5603208;R-HSA-5610026
R-HSA-159236,Transport of Mature mRNA derived from an Intron-Containing Transcript,1,81,0.005274468,0.948532638,0.948532638,2,4,2.76E-04,9606,Homo sapiens,U2AF2,,R-HSA-75096;R-HSA-159101
R-HSA-75105,Fatty acyl-CoA biosynthesis,1,82,0.005339585,0.950388514,0.950388514,1,25,0.001726281,9606,Homo sapiens,SLC25A1,,R-HSA-75849
R-HSA-1222556,ROS and RNS production in phagocytes,1,82,0.005339585,0.950388514,0.950388514,1,45,0.003107306,9606,Homo sapiens,TCIRG1,,R-HSA-1222516
R-HSA-69239,Synthesis of DNA,2,132,0.008595429,0.953767568,0.953767568,4,27,0.001864383,9606,Homo sapiens,UBC,,R-HSA-68946;R-HSA-68948;R-HSA-69015;R-HSA-69016
R-HSA-73854,RNA Polymerase I Promoter Clearance,1,84,0.005469818,0.953902247,0.953902247,6,10,6.91E-04,9606,Homo sapiens,TAF1B,,R-HSA-73729;R-HSA-73769;R-HSA-73736;R-HSA-73739;R-HSA-74986;R-HSA-73758
R-HSA-196807,Nicotinate metabolism,1,84,0.005469818,0.953902247,0.953902247,1,29,0.002002486,9606,Homo sapiens,PTGIS,,R-HSA-76496
R-HSA-3247509,Chromatin modifying enzymes,5,254,0.016539689,0.955001521,0.955001521,13,85,0.005869355,9606,Homo sapiens,NCOR2;BRPF3;SETD1B;CARM1;SMARCA4,,R-HSA-5637686;R-HSA-8865605;R-HSA-5159245;R-HSA-3318486;R-HSA-5244692;R-HSA-5205799;R-HSA-3215448;R-HSA-5205861;R-HSA-5205824;R-HSA-3777129;R-HSA-5205822;R-HSA-5229010;R-HSA-4827382
R-HSA-4839726,Chromatin organization,5,254,0.016539689,0.955001521,0.955001521,13,85,0.005869355,9606,Homo sapiens,NCOR2;BRPF3;SETD1B;CARM1;SMARCA4,,R-HSA-5637686;R-HSA-8865605;R-HSA-5159245;R-HSA-3318486;R-HSA-5244692;R-HSA-5205799;R-HSA-3215448;R-HSA-5205861;R-HSA-5205824;R-HSA-3777129;R-HSA-5205822;R-HSA-5229010;R-HSA-4827382
R-HSA-5173105,O-linked glycosylation,2,133,0.008660546,0.955157706,0.955157706,2,27,0.001864383,9606,Homo sapiens,ST3GAL4;ST6GALNAC4,,R-HSA-981497;R-HSA-981809
R-HSA-68875,Mitotic Prophase,2,134,0.008725663,0.95650784,0.95650784,5,34,0.002347742,9606,Homo sapiens,GORASP2;NEK6,,R-HSA-2314566;R-HSA-2422927;R-HSA-2980720;R-HSA-2990880;R-HSA-2984258
R-HSA-73864,RNA Polymerase I Transcription,1,86,0.005600052,0.957167531,0.957167531,9,14,9.67E-04,9606,Homo sapiens,TAF1B,,R-HSA-74993;R-HSA-73729;R-HSA-74992;R-HSA-74994;R-HSA-73769;R-HSA-73736;R-HSA-73739;R-HSA-74986;R-HSA-73758
R-HSA-6796648,TP53 Regulates Transcription of DNA Repair Genes,1,86,0.005600052,0.957167531,0.957167531,2,17,0.001173871,9606,Homo sapiens,FOS,,R-HSA-6806412;R-HSA-6806394
R-HSA-9679506,SARS-CoV Infections,14,572,0.037246858,0.957508231,0.957508231,28,401,0.027689546,9606,Homo sapiens,HSP90AB1;TUSC3;GPC1;NAB1;UBC;HLA-B;ANO8;ST3GAL4;CHMP6;ST6GALNAC4;RPS21;VEGFA,,R-HSA-9729232;R-HSA-9711058;R-HSA-9709852;R-HSA-9698265;R-HSA-9755359;R-HSA-9683679;R-HSA-983426;R-HSA-9694529;R-HSA-9755328;R-HSA-9694661;R-HSA-9687435;R-HSA-9685195;R-HSA-9694793;R-HSA-9697423;R-HSA-9678925;R-HSA-9770187;R-HSA-918224;R-HSA-9694579;R-HSA-9679477;R-HSA-9697018;R-HSA-9683769;R-HSA-9699007;R-HSA-9694718;R-HSA-9729849;R-HSA-9685219;R-HSA-168184;R-HSA-9711016;R-HSA-9698988
R-HSA-202403,TCR signaling,2,135,0.008790779,0.957819045,0.957819045,5,52,0.003590664,9606,Homo sapiens,UBC;PAG1,,R-HSA-202534;R-HSA-5607728;R-HSA-202453;R-HSA-202233;R-HSA-203774
R-HSA-6811442,Intra-Golgi and retrograde Golgi-to-ER traffic,4,219,0.014260598,0.958644526,0.958644526,17,48,0.003314459,9606,Homo sapiens,KIF13B;TNFRSF11B;NAPG;VAMP3,,R-HSA-6811431;R-HSA-6811426;R-HSA-6811425;R-HSA-6814671;R-HSA-8847534;R-HSA-6814670;R-HSA-6814678;R-HSA-8847638;R-HSA-8847637;R-HSA-6814676;R-HSA-6814675;R-HSA-6814674;R-HSA-8847537;R-HSA-6811423;R-HSA-6811422;R-HSA-6814684;R-HSA-6814683
R-HSA-388841,Costimulation by the CD28 family,1,87,0.005665169,0.958712536,0.958712536,11,35,0.002416793,9606,Homo sapiens,FYN,,R-HSA-389381;R-HSA-389348;R-HSA-389158;R-HSA-389350;R-HSA-388833;R-HSA-388832;R-HSA-388829;R-HSA-388831;R-HSA-388814;R-HSA-389352;R-HSA-389354
R-HSA-9659379,Sensory processing of sound,1,87,0.005665169,0.958712536,0.958712536,2,13,8.98E-04,9606,Homo sapiens,FSCN2,,R-HSA-9663363;R-HSA-9659380
R-HSA-1655829,Regulation of cholesterol biosynthesis by SREBP (SREBF),1,87,0.005665169,0.958712536,0.958712536,3,52,0.003590664,9606,Homo sapiens,CARM1,,R-HSA-1655848;R-HSA-1655850;R-HSA-1655826
R-HSA-69242,S Phase,3,179,0.011655922,0.959001979,0.959001979,9,55,0.003797818,9606,Homo sapiens,UBC;CABLES1,,R-HSA-75825;R-HSA-75824;R-HSA-68946;R-HSA-187574;R-HSA-68948;R-HSA-187575;R-HSA-69015;R-HSA-174164;R-HSA-69016
R-HSA-2995410,Nuclear Envelope (NE) Reassembly,1,88,0.005730286,0.960201906,0.960201906,6,24,0.00165723,9606,Homo sapiens,CHMP6,,R-HSA-9668419;R-HSA-9668389;R-HSA-9668405;R-HSA-9668395;R-HSA-9668415;R-HSA-9668398
R-HSA-5250941,Negative epigenetic regulation of rRNA expression,1,88,0.005730286,0.960201906,0.960201906,2,12,8.29E-04,9606,Homo sapiens,TAF1B,,R-HSA-427366;R-HSA-5211239
R-HSA-162906,HIV Infection,5,260,0.01693039,0.960866669,0.960866669,25,160,0.011048198,9606,Homo sapiens,UBC;HMGA1;FYN;CHMP6,,R-HSA-184323;R-HSA-8951690;R-HSA-175174;R-HSA-175108;R-HSA-3149434;R-HSA-3159227;R-HSA-180622;R-HSA-184269;R-HSA-175117;R-HSA-200908;R-HSA-175250;R-HSA-180627;R-HSA-180630;R-HSA-162590;R-HSA-180573;R-HSA-164514;R-HSA-164522;R-HSA-164845;R-HSA-3159232;R-HSA-180597;R-HSA-180603;R-HSA-173115;R-HSA-3139027;R-HSA-180540;R-HSA-3149454
R-HSA-74160,Gene expression (Transcription),57,1917,0.124829068,0.961104188,0.961104188,237,1090,0.075265847,9606,Homo sapiens,RET;CAMK2B;LDB1;HDAC11;ITGA2B;DYSF;RBPJ;MED15;GLI2;RPTOR;PRDX2;LGALS3;GLI4;ZNF706;TAF1B;SESN3;U2AF2;ZNF429;UBC;ZNF329;SCMH1;ZNF624;ZNF565;PPARGC1A;CAMK2G;TEAD3;SLC16A5;TGIF1;SMAD2;CBX8;CBX4;BRPF3;SETD1B;FOS;ZNF34;PRKAB1;SMAD7;VEGFA;SMARCA4;NR4A2;NCOR2;HOOK2;RRM2B;CARM1;AGO2;TAF8,,R-HSA-2186785;R-HSA-73729;R-HSA-8936584;R-HSA-8937097;R-HSA-2187303;R-HSA-9625749;R-HSA-73736;R-HSA-9623192;R-HSA-73739;R-HSA-8878220;R-HSA-8936068;R-HSA-2187309;R-HSA-9769115;R-HSA-8956568;R-HSA-9623168;R-HSA-6805620;R-HSA-9009308;R-HSA-6810238;R-HSA-8878237;R-HSA-6810235;R-HSA-2187325;R-HSA-6810234;R-HSA-6810233;R-HSA-426520;R-HSA-9615501;R-HSA-73758;R-HSA-8936616;R-HSA-9769141;R-HSA-8956586;R-HSA-5689972;R-HSA-9769143;R-HSA-8878243;R-HSA-8936621;R-HSA-870437;R-HSA-5211239;R-HSA-73769;R-HSA-3341343;R-HSA-2186767;R-HSA-8864936;R-HSA-8939706;R-HSA-2186771;R-HSA-380979;R-HSA-8936628;R-HSA-870449;R-HSA-2187293;R-HSA-2186780;R-HSA-8986294;R-HSA-9615570;R-HSA-9615571;R-HSA-6798373;R-HSA-8956608;R-HSA-9769177;R-HSA-9615554;R-HSA-203862;R-HSA-9769165;R-HSA-9623240;R-HSA-9009362;R-HSA-2187388;R-HSA-9821941;R-HSA-8938217;R-HSA-9623280;R-HSA-9623281;R-HSA-2187330;R-HSA-376419;R-HSA-9736959;R-HSA-9009403;R-HSA-9021183;R-HSA-9021182;R-HSA-5578965;R-HSA-5578966;R-HSA-870538;R-HSA-8937989;R-HSA-9634846;R-HSA-1980047;R-HSA-2032781;R-HSA-6804724;R-HSA-382096;R-HSA-1989766;R-HSA-8936979;R-HSA-209055;R-HSA-2187395;R-HSA-9769014;R-HSA-9769011;R-HSA-8936481;R-HSA-8936995;R-HSA-8937016;R-HSA-9634850;R-HSA-9731111;R-HSA-8952382;R-HSA-8938034;R-HSA-9634861;R-HSA-9769044;R-HSA-6814885;R-HSA-9634897;R-HSA-8937037;R-HSA-9618004;R-HSA-9733203;R-HSA-9769042;R-HSA-9770072;R-HSA-975040;R-HSA-9625693;R-HSA-8952408;R-HSA-8937050;R-HSA-9634886;R-HSA-2106614;R-HSA-2106615;R-HSA-9634884;R-HSA-9617996;R-HSA-6805638;R-HSA-2031355;R-HSA-9634934;R-HSA-8952419;R-HSA-2179274;R-HSA-74986;R-HSA-2179276;R-HSA-6805640;R-HSA-74993;R-HSA-8939129;R-HSA-74992;R-HSA-8936058;R-HSA-2106579;R-HSA-74994;R-HSA-6805650;R-HSA-9618021;R-HSA-9634916;R-HSA-2106586;R-HSA-2106591;R-HSA-3215152;R-HSA-9730967;R-HSA-8938382;R-HSA-8951695;R-HSA-8938371;R-HSA-8939929;R-HSA-9006992;R-HSA-3215144;R-HSA-6806394;R-HSA-8938389;R-HSA-9023912;R-HSA-2106625;R-HSA-9625520;R-HSA-5250930;R-HSA-5632887;R-HSA-5632892;R-HSA-5250938;R-HSA-9023909;R-HSA-8935864;R-HSA-6814549;R-HSA-9625510;R-HSA-6814559;R-HSA-6814555;R-HSA-9617838;R-HSA-6814554;R-HSA-9008076;R-HSA-9768925;R-HSA-2186607;R-HSA-5629189;R-HSA-1484099;R-HSA-5629187;R-HSA-170847;R-HSA-9769419;R-HSA-9769418;R-HSA-427366;R-HSA-9768950;R-HSA-9768945;R-HSA-8864737;R-HSA-9008110;R-HSA-350058;R-HSA-8935930;R-HSA-210805;R-HSA-9768930;R-HSA-4396347;R-HSA-6804253;R-HSA-9676264;R-HSA-9768937;R-HSA-9768939;R-HSA-2318752;R-HSA-212352;R-HSA-8956684;R-HSA-9769235;R-HSA-9736979;R-HSA-212356;R-HSA-9736984;R-HSA-5578712;R-HSA-3215295;R-HSA-5631941;R-HSA-8939801;R-HSA-9736966;R-HSA-9736970;R-HSA-9638156;R-HSA-5578742;R-HSA-6804942;R-HSA-173481;R-HSA-5578744;R-HSA-9821476;R-HSA-8986939;R-HSA-173488;R-HSA-2186643;R-HSA-8935740;R-HSA-9736992;R-HSA-9769249;R-HSA-6805470;R-HSA-2127257;R-HSA-8935730;R-HSA-8935731;R-HSA-6804441;R-HSA-9768788;R-HSA-9769302;R-HSA-5631903;R-HSA-2176491;R-HSA-9769307;R-HSA-9008475;R-HSA-2321904;R-HSA-5250947;R-HSA-2186741;R-HSA-2176503;R-HSA-9008479;R-HSA-2176502;R-HSA-8957265;R-HSA-2186747;R-HSA-9768782;R-HSA-9644879;R-HSA-8935785;R-HSA-8871266;R-HSA-426464;R-HSA-6804879;R-HSA-6806412;R-HSA-173545;R-HSA-9769316;R-HSA-8939900;R-HSA-8951676;R-HSA-72180;R-HSA-9644900;R-HSA-380927;R-HSA-2176475;R-HSA-9769323;R-HSA-3215310;R-HSA-426489
R-HSA-9018677,Biosynthesis of DHA-derived SPMs,1,89,0.005795403,0.961637642,0.961637642,1,58,0.004004972,9606,Homo sapiens,GSTM4,,R-HSA-9026777
R-HSA-72202,Transport of Mature Transcript to Cytoplasm,1,90,0.00586052,0.963021673,0.963021673,2,13,8.98E-04,9606,Homo sapiens,U2AF2,,R-HSA-75096;R-HSA-159101
R-HSA-390918,Peroxisomal lipid metabolism,1,90,0.00586052,0.963021673,0.963021673,1,35,0.002416793,9606,Homo sapiens,PECR,,R-HSA-6809810
R-HSA-1483249,Inositol phosphate metabolism,1,90,0.00586052,0.963021673,0.963021673,1,71,0.004902638,9606,Homo sapiens,PLCD3,,R-HSA-1855221
R-HSA-1630316,Glycosaminoglycan metabolism,3,183,0.01191639,0.963258206,0.963258206,22,88,0.006076509,9606,Homo sapiens,GPC1;ST3GAL4;HS6ST1,,R-HSA-2076383;R-HSA-1889981;R-HSA-9638064;R-HSA-2076508;R-HSA-1667005;R-HSA-1889978;R-HSA-2024084;R-HSA-2076371;R-HSA-1878002;R-HSA-2046285;R-HSA-2024108;R-HSA-2022860;R-HSA-2022856;R-HSA-2076392;R-HSA-2022887;R-HSA-2022919;R-HSA-2024100;R-HSA-2076419;R-HSA-2076611;R-HSA-2022851;R-HSA-1889955;R-HSA-1678694
R-HSA-6805567,Keratinization,4,226,0.014716416,0.965326389,0.965326389,21,34,0.002347742,9606,Homo sapiens,TGM1;CAPNS1;KRT74;PPL,,R-HSA-6814374;R-HSA-6806629;R-HSA-6805573;R-HSA-6814734;R-HSA-6810894;R-HSA-6814764;R-HSA-8934819;R-HSA-6814187;R-HSA-6805546;R-HSA-6806613;R-HSA-6810357;R-HSA-6811539;R-HSA-6810899;R-HSA-6814387;R-HSA-6806610;R-HSA-6809393;R-HSA-6809663;R-HSA-8942224;R-HSA-6810843;R-HSA-6814298;R-HSA-6810937
R-HSA-6794362,Protein-protein interactions at synapses,1,93,0.00605587,0.966881786,0.966881786,7,33,0.002278691,9606,Homo sapiens,GRIN2C,,R-HSA-8849878;R-HSA-6794356;R-HSA-8849906;R-HSA-6794354;R-HSA-6794336;R-HSA-6794349;R-HSA-8849881
R-HSA-73894,DNA Repair,8,380,0.024744416,0.967823834,0.967823834,80,339,0.023408369,9606,Homo sapiens,RAD52;MBD4;NPLOC4;UVSSA;UBC;REV1;FAAP20,,R-HSA-6785126;R-HSA-5655892;R-HSA-5656148;R-HSA-9684118;R-HSA-5696465;R-HSA-5656158;R-HSA-6786155;R-HSA-5687640;R-HSA-110353;R-HSA-6786166;R-HSA-6782069;R-HSA-110231;R-HSA-5653838;R-HSA-110232;R-HSA-6782204;R-HSA-5654989;R-HSA-6786171;R-HSA-5654986;R-HSA-9701000;R-HSA-5654985;R-HSA-5690996;R-HSA-6785732;R-HSA-5690997;R-HSA-5686642;R-HSA-6785986;R-HSA-5693564;R-HSA-5653756;R-HSA-5653754;R-HSA-5691000;R-HSA-5691001;R-HSA-6790487;R-HSA-5684071;R-HSA-5690213;R-HSA-6785361;R-HSA-6782943;R-HSA-5690988;R-HSA-6788385;R-HSA-5696670;R-HSA-5655965;R-HSA-6781867;R-HSA-5655835;R-HSA-5696664;R-HSA-5655193;R-HSA-5693593;R-HSA-6788392;R-HSA-5653766;R-HSA-6790454;R-HSA-6782004;R-HSA-5683077;R-HSA-5689861;R-HSA-6782131;R-HSA-5655170;R-HSA-5686657;R-HSA-5696655;R-HSA-6785342;R-HSA-5693580;R-HSA-6782141;R-HSA-110171;R-HSA-5653770;R-HSA-6782138;R-HSA-110172;R-HSA-75998;R-HSA-5652151;R-HSA-110307;R-HSA-6782211;R-HSA-110308;R-HSA-110311;R-HSA-6782208;R-HSA-110317;R-HSA-5686587;R-HSA-110316;R-HSA-110319;R-HSA-5655481;R-HSA-6782227;R-HSA-6782224;R-HSA-5682858;R-HSA-5655466;R-HSA-6782234;R-HSA-5656105;R-HSA-5652009
R-HSA-8956319,Nucleotide catabolism,2,144,0.009376831,0.968033092,0.968033092,3,63,0.004350228,9606,Homo sapiens,NT5C;NT5C2,,R-HSA-109480;R-HSA-74248;R-HSA-109470
R-HSA-1614635,Sulfur amino acid metabolism,1,94,0.006120987,0.968076927,0.968076927,1,37,0.002554896,9606,Homo sapiens,SLC25A10,,R-HSA-1614546
R-HSA-112315,Transmission across Chemical Synapses,7,344,0.022400208,0.968120798,0.968120798,34,167,0.011531556,9606,Homo sapiens,CAMK2B;GNGT2;PRKAR1A;GRIN2C;PRKAB1;CAMK2G;CACNA1E,,R-HSA-9618834;R-HSA-9619542;R-HSA-9619478;R-HSA-9611030;R-HSA-416320;R-HSA-442760;R-HSA-9610653;R-HSA-438037;R-HSA-1013020;R-HSA-9609738;R-HSA-9609739;R-HSA-1013013;R-HSA-1013012;R-HSA-432164;R-HSA-442725;R-HSA-432162;R-HSA-9612085;R-HSA-8951727;R-HSA-9619515;R-HSA-442732;R-HSA-432172;R-HSA-500717;R-HSA-9619449;R-HSA-9618750;R-HSA-9610750;R-HSA-9610879;R-HSA-445367;R-HSA-111925;R-HSA-210420;R-HSA-9611368;R-HSA-9614185;R-HSA-9617326;R-HSA-9617583;R-HSA-444792
